instrument_id;name;symbol;alltime_high;first_shaken_at;first_shaken_price;recent_high;last_price
54819;IAO KUN GROUP HOLDING CO LTD;IKGH;11.82;2010-08-30;4.9999;3.19;1.1
54864;CHINA JO-JO DRUGSTORES INC;CJJD;9.98;2008-10-17;1.1;4.08;1.644
55048;BLUE EARTH INC;BBLU;5.75;2010-02-25;2.6;1.53;0.39
55297;LION BIOTECHNOLOGIES INC;LBIO;159;2012-05-14;78;14.49;6.08
55339;FORBES ENERGY SERVICES LTD;FES;31.774;2008-09-25;15.5048;1.64;0.218
55508;MYOS CORP;MYOS;122.5;2010-10-05;5;7.163;1.53
55552;MAGNEGAS CORP;MNGA;7.1;2008-11-11;0.7;2.1;1.2
55833;6D GLOBAL TECHNOLOGIES INC;SIXD;62.1;2011-01-20;29.946;12.2;2.9
55982;TORCHLIGHT ENERGY RESOURCES;TRCH;5.83;2011-12-01;1.95;2.37;0.73
56071;LILIS ENERGY INC;LLEX;23;2010-02-03;10;3.15;0.16
56396;QUEST RESOURCE HOLDING CORP;QRHC;6.09;2010-07-14;0.8745;1.37;0.589
56436;WORKHORSE GROUP INC;WKHS;10.2;2011-02-28;4.6;9.35;5.2845
56617;PIONEER POWER SOLUTIONS INC;PPSI;15.45;2011-06-21;3;9.63;3.39
56861;TONIX PHARMACEUTICALS HOLDIN;TNXP;41.2;2012-05-17;20.2;10.5;5.11
56987;PERSHING GOLD CORP;PGLC;36;2010-11-02;16.2;7.272;3.21
57318;SKYLINE MEDICAL INC;SKLN;52.5;2010-05-05;24;7.11;3.1399
57550;CPS TECHNOLOGIES CORP;CPSH;4;2002-07-03;0.5;3.17;2.0401
57605;VIGGLE INC;VGGL;3240;2005-01-18;96;3.76;0.31
57649;LCNB CORPORATION;LCNB;26.3;2008-05-08;10.95;16.89;16.39
57763;COMMUNITY FINANCIAL CORP/THE;TCFC;60;2006-11-29;23.7;24;20.5999
57807;CHAMPIONS ONCOLOGY INC;CSBR;25.2;2002-05-07;0.48;9;3.55
58226;SORRENTO THERAPEUTICS INC;SRNE;81.25;2007-02-15;1.25;24.36;6.1
58450;FIRST MID-ILLINOIS BNCSHS;FMBH;51;2008-01-04;25.05;26.4899;26.4
58533;VERTEX ENERGY INC;VTNR;11.07;2002-01-25;0.24;3.79;1.02
58583;LIMONEIRA CO;LMNR;34.6;2008-10-06;16.5;23.96;12.69
58614;TENAX THERAPEUTICS INC;TENX;279;2002-07-05;48;3.81;2.68
58698;ADAMIS PHARMACEUTICALS CORP;ADMP;1485.60079443893;2002-04-26;489.572989076465;7.07;4.38
58939;CHEMUNG FINANCIAL CORP;CFU;36.9;2009-02-23;18.01;28.74;27.79
59867;APTOSE BIOSCIENCES INC;APTO;39.9;2002-05-06;12.3;6.5662;2.49
59870;EMCLAIRE FINANCIAL CORP;EMCF;31.75;2009-11-04;15.3;27.15;23.4999
60217;GSI GROUP INC;GSIG;50.94;2002-09-03;16.71;15.75;12.54
60387;MAM SOFTWARE GROUP INC;MAMS;17;2002-12-20;0.2;7.45;6.3
60483;CROSSROADS SYSTEMS INC;CRDS;25.28;2002-04-10;12.476;3.05;0.9595
60682;BLACK DIAMOND INC;BDE;14.91;2007-12-04;6.05;10.36;4.55
60816;KINGOLD JEWELRY INC;KGJI;10.6001;2002-03-08;0.92;1.43;0.6899
60896;FIRST GUARANTY BANCSHARES IN;FGBI;23.42;2010-03-04;11;21.68;16.81
60975;MIDDLEFIELD BANC CORP;MBCN;45;2008-07-21;22;34.75;33.2
61244;EGAIN CORP;EGAN;21;2002-02-06;9.7;5.26;4
61522;SMARTFINANCIAL INC;SMBK;67.2;2004-09-27;28;16.84;15.4
62147;XPLORE TECHNOLOGIES CORP;XPLR;1042;2002-01-08;310;7.31;4.43
62198;ONE HORIZON GROUP INC;OHGI;329131.652661064;2002-03-06;160064.025610244;5.39;0.86
62257;ECO-STIM ENERGY SOLUTIONS IN;ESES;595.238095238095;2002-01-23;71.4285714285714;7.49;2.37
62449;WILHELMINA INTERNATIONAL INC;WHLM;15.6;2002-05-03;7.6;7.6287;6.5
63242;ECHO THERAPEUTICS INC;ECTE;560;2002-07-16;216;2.95;1.16
63248;WISDOMTREE INVESTMENTS INC;WETF;26.07;2002-08-06;0.03;26.07;12.57
63450;SEARS CANADA INC;SRSC;34.0326;2003-04-02;1.5;10;4.01
63669;ALIMERA SCIENCES INC;ALIM;12.19;2011-11-11;1.96;5.53;2.28
63700;CODEXIS INC;CDXS;14.45;2010-07-07;7.11;5.64;4.1
63783;ANTHERA PHARMACEUTICALS INC;ANTH;69.2;2010-07-16;32.88;11.15;3.31
63817;AVEO PHARMACEUTICALS INC;AVEO;20.77;2012-08-02;9.75;2.49;1.01
73139;ATTUNITY LTD;ATTU;15.82;2002-09-24;3.64;15.82;10.06
74380;SUPERCOM LTD;SPCB;66.25;2005-05-05;21.5;13.84;5.17
76219;FINANCIAL ENGINES INC;FNGN;70.42;2014-08-12;35.11;45.86;27.84
76227;HMN FINANCIAL INC;HMNF;36.09;2008-05-22;17.91;12.72;11.14
76280;PILGRIM'S PRIDE CORP;PPC;40.59;2002-10-04;7.18;37.02;21.66
78794;OHR PHARMACEUTICAL INC;OHRP;19.65;2010-07-08;0.75;11.48;3.62
85793;VUZIX CORP;VUZI;22.5;2010-08-18;6.2025;8.51;5.38
85797;NOVA LIFESTYLE INC;NVFY;14;2011-10-21;4.8;3.38;1.2999
87135;BROADSOFT INC;BSFT;52.57;2011-08-04;26.25;40.49;34.94
87380;MITEL NETWORKS CORP;MITL;12.3;2010-09-17;6.13;10.74;7.28
87438;DEHAIER MEDICAL SYSTEMS LTD;DHRM;12.58;2010-07-01;6.03;3.62;1.6901
87483;PRIMO WATER CORP;PRMW;16.06;2011-08-10;5.4;9.4;8.61
87487;GENMARK DIAGNOSTICS INC;GNMK;15.55;2015-09-28;7.63;13.82;6.22
87492;ALPHA   OMEGA SEMICONDUCTOR;AOSL;17.91;2011-08-12;8.67;9.88;9.2
93225;TELENAV INC;TNAV;21.86;2011-07-29;10.03;9.76;5.47
93262;REACHLOCAL INC;RLOC;28.02;2011-08-10;13.45;3.58;1.67
93532;NXP SEMICONDUCTORS N.V.;NXPI;112.25;2011-08-05;14.92;112.25;74.72
93550;NUPATHE INC;PATH;9.47;2011-08-03;4.49;4.39;4.25
93875;ERICKSON INC;EAC;28.1;2014-08-08;12.63;8.62;1.86
94438;VOLTARI CORP;VLTC;307.4;2011-03-01;144.6;16.18;4.02
94490;AMYRIS INC;AMRS;33.86;2011-10-11;16.81;2.84;1.36
94527;QLIK TECHNOLOGIES INC;QLIK;41.92;2012-07-24;17.59;41.92;26.58
94542;TANGOE INC/CT;TNGO;25.34;2014-11-06;12.36;14.65;8.2
94555;FULL CIRCLE CAPITAL CORP;FULL;9.2;2014-12-16;4.59;4.81;2.27
94592;Fresh Market Inc/The;TFM;62.38;2014-05-16;31.1;41.57;18.79
94608;SCIQUEST INC;SQI;32.31;2014-06-02;16.1;17.66;12.83
96000;CROSSROADS CAPITAL INC;XRDC;9.8999;2014-09-16;4.93;5.28;2
98791;STELLAR BIOTECHNOLOGIES INC;SBOT;22.88;2011-05-16;7.145;10.81;5.47
98794;REALPAGE INC;RP;32.8;2014-02-25;16.03;23.56;20.21
98807;NORTEK INC;NTK;91.13;2011-08-04;21.5;89.16;38.03
98810;S&W SEED CO;SANW;11.1;2013-11-15;5.07;5.27;4.14
98845;VRINGO INC;VRNG;54.3;2010-09-07;13.9;9.002;1.86
98853;KEYW HOLDING CORP/THE;KEYW;22.18;2011-09-28;7.36;11.82;4.95
98885;SMART TECHNOLOGIES INC;SMT;17.05;2010-11-12;8.42;1.62;0.2189
98921;BRAVO BRIO RESTAURANT GROUP;BBRG;24.96;2012-10-26;12.42;15.44;8.31
99020;AOXIN TIANLI GROUP INC;ABAC;8;2011-02-14;3.99;1.83;0.6501
99031;ASSEMBLY BIOSCIENCES INC;ASMB;101.25;2011-08-04;49.8;20.2;5.76
99044;GORDMANS STORES INC;GMAN;22.94;2011-10-20;11.27;8.8;2.55
99051;MAKEMYTRIP LTD;MMYT;40.47;2011-08-04;19.9;27.42;20.15
99100;HORIZON PHARMA PLC;HZNP;38.45;2011-12-19;4.45;38.45;18.85
99174;SEMILEDS CORP/TW;LEDS;30.42;2011-03-09;15.14;1.42;0.39
99183;AEGERION PHARMACEUTICALS INC;AEGR;97.24;2014-03-21;47.73;28.32;7.51
99187;VERA BRADLEY INC;VRA;52.25;2011-08-18;25.83;20.33;14.14
99204;GEVO INC;GEVO;383.25;2011-08-08;185.55;5.46;0.4601
99227;ENDOCYTE INC;ECYT;28.17;2011-12-13;3.57;6.73;3.58
99314;ZOGENIX INC;ZGNX;50.56;2011-09-08;24.16;21.13;10.94
99349;ANACOR PHARMACEUTICALS INC;ANAC;152.25;2011-08-08;3.71;152.25;92.95
119484;SPIRIT AIRLINES INC;SAVE;84.47;2015-10-23;39.79;82.03;43.4
119556;AMAYA INC;AYA;34.07;2015-11-10;15.99;30;10.62
119569;CORNERSTONE ONDEMAND INC;CSOD;60.86;2014-10-10;30.38;38.79;32.86
119591;TURTLE BEACH CORP;HEAR;21.14;2011-09-14;3.3;3.61;1.56
119600;RIGNET INC;RNET;57.04;2015-03-06;28.19;39.33;15
119636;PACIFIC BIOSCIENCES OF CALIF;PACB;16.97;2011-08-05;6.5;13.45;12.755
119657;US CONCRETE INC;USCR;60.42;2011-08-09;5.17;60.42;44.1
119684;CAESARS ENTERTAINMENT CORP;CZR;26.47;2012-08-27;7.8;12.39;6.67
119695;SODASTREAM INTERNATIONAL LTD;SODA;77.68;2011-08-16;38.63;23.96;13.12
119779;PACIRA PHARMACEUTICALS INC;PCRX;119.27;2011-09-01;7.34;119.27;66.01
119846;ACELRX PHARMACEUTICALS INC;ACRX;13.12;2011-12-21;2.48;9.13;3.08
119897;OCERA THERAPEUTICS INC;OCRX;62.88;2012-03-30;30.84;6.77;2.41
119963;TILE SHOP HLDGS INC;TTS;30.31;2013-11-14;12.95;17.32;15.23
119981;SAGENT PHARMACEUTICALS INC;SGNT;32.81;2012-08-09;13.25;28.5;16.08
120003;HAWAIIAN TELCOM HOLDCO INC;HCOM;30.33;2011-09-28;14.25;27.96;23.41
120066;SERVICESOURCE INTERNATIONAL;SREV;22.29;2012-08-01;7.98;6.08;4.21
120074;NEWLINK GENETICS CORP;NLNK;56.87;2014-04-03;24.98;56.87;27.12
120082;SUPERNUS PHARMACEUTICALS INC;SUPN;21.26;2012-12-13;7.19;21.26;12.47
120096;DIANA CONTAINERSHIPS INC;DCIX;15.25;2011-06-10;7.15;2.66;0.55
120140;GSV CAPITAL CORP;GSVC;20.45;2012-06-01;10.04;11.26;5.88
120151;FLUIDIGM CORP;FLDM;48.89;2014-10-01;23.85;45.54;6.7
120176;BOINGO WIRELESS INC;WIFI;13.15;2013-02-25;6.37;10.25;6.12
120195;ANCHOR BANCORP;ANCB;26;2011-10-18;5.49;26;24.4199
120207;RPX CORP;RPXC;31;2011-10-27;15.25;17.2;10.69
120214;FAIRPOINT COMMUNICATIONS INC;FRP;24.78;2011-05-17;9.59;20.6;14.78
120252;SKULLCANDY INC;SKUL;20.56;2012-11-02;10.05;11.465;3.18
129937;RLJ ENTERTAINMENT INC;RLJE;9.97;2012-12-18;4.85;2.11;0.5599
129995;SOLAZYME INC;SZYM;27.03;2011-09-02;12.58;4.42;1.95
130166;MARATHON PATENT GROUP INC;MARA;14.625;2012-05-08;6.5;7.64;1.74
130201;SHARPSPRING INC;SHSP;39.5;2011-05-03;13.75;6.56;3.45
130226;CHEFS' WAREHOUSE INC/THE;CHEF;29.48;2012-08-02;12.58;23.6;13.68
130282;ZILLOW GROUP INC - A;ZG;160.32;2015-07-10;78.67;125.49;21.47
130288;FRANCESCAS HOLDINGS CORP;FRAN;36.28;2013-09-04;17.79;18.46;17.85
130336;ACASTI PHARMA INC;ACST;40.7;2013-10-18;19.3;5.592;1.6999
130688;YANDEX NV-A;YNDX;44.22;2011-10-03;18.97;20.9;13.13
130941;CARBONITE INC;CARB;17.14;2012-03-06;8.35;15.3;9.18
131037;CERES INC;CERE;140.168;2012-06-28;68.16;4.24;0.24
131079;ONE GROUP HOSPITALITY INC/TH;STKS;6.3;2015-08-19;3.14;5.1;2.96
131108;RMG NETWORKS HOLDING CORP;RMGN;18.001;2013-07-30;8;1.93;0.7232
131109;GROUPON INC;GRPN;26.19;2012-04-11;13.08;8.3;2.65
131428;CAFEPRESS INC;PRSS;19.15;2012-07-31;8.09;5.28;3.7
131432;MATTRESS FIRM HOLDING CORP;MFRM;71.03;2012-12-06;23.04;69.64;41.39
131435;AMBARELLA INC;AMBA;126.7;2015-09-23;62.59;126.7;38.21
131475;ENPHASE ENERGY INC;ENPH;17.39;2012-09-28;4.14;15.15;2.36
131484;UBIQUITI NETWORKS INC;UBNT;56.2;2012-05-30;17.04;36.4;29.99
131524;CLOVIS ONCOLOGY INC;CLVS;114.64;2012-11-12;12.5;114.64;22.55
131783;MERRIMACK PHARMACEUTICALS IN;MACK;13.67;2013-04-24;5.21;13.67;6.55
131800;XG TECHNOLOGY INC;XGTI;787.5;2011-09-06;325.5;5.39;0.1952
131804;ZELTIQ AESTHETICS INC;ZLTQ;37.53;2012-03-06;7.36;37.53;24.76
131894;RENEWABLE ENERGY GROUP INC;REGI;16;2012-07-30;5.24;12.46;6.61
131970;INTERMOLECULAR INC;IMI;10.5;2013-12-11;5.23;2.3734;2
131971;IGNITE RESTAURANT GROUP INC;IRG;20.61;2014-08-08;8.05;7.76;3.5
131972;ARGOS THERAPEUTICS INC;ARGS;13.09;2014-06-05;6.49;9.52;2.61
131979;SAEXPLORATION HOLDINGS INC;SAEX;11.55;2014-11-07;4.921;3.9;1.6819
131980;PINGTAN MARINE ENTERPRISE LT;PME;10.36;2013-06-20;3.85;3.2;1.26
131986;MA-COM TECHNOLOGY SOLUTIONS;MTSI;42.4;2012-08-15;10.97;42.4;40.9
132013;CHUY'S HOLDINGS INC;CHUY;43.42;2014-11-05;20.68;36.46;34.54
132026;JETPAY CORP;JTPY;6.15;2013-02-07;3.06;3.31;2.65
132190;BRIGHTCOVE;BCOV;24.85;2012-06-01;12.35;8.43;5.77
132192;JIVE SOFTWARE INC;JIVE;27.52;2012-10-12;13.17;6.11;3.49
132205;ANGIE'S LIST INC;ANGI;28;2012-08-27;9.015;10.86;8.16
132214;BAZAARVOICE INC;BV;20.3;2012-11-08;10.08;9.25;3.68
132486;OCEAN RIG UDW INC;ORIG;20.83;2014-12-08;9.45;9.29;1.16
132734;STAFFING 360 SOLUTIONS INC;STAF;22.5;2013-08-21;10;8.699;3.45
132752;CEMPRA INC;CEMP;45.34;2015-10-16;19.29;45.34;19.72
132778;CHEMOCENTRYX INC;CCXI;17.38;2013-08-23;8.32;9.35;4.13
132815;LUMOS NETWORKS CORP;LMOS;24.79;2012-04-16;8.76;18.29;11
132826;ZYNGA INC - CL A;ZNGA;14.69;2012-05-18;7.16;3.06;2.4
132828;RXI PHARMACEUTICALS;RXII;9.9;2012-05-30;2.16;1.5;0.303
132885;VERASTEM INC;VSTM;17.57;2014-04-23;8.68;12.1;1.48
133109;CLEARSIGN COMBUSTION CORP;CLIR;11.75;2012-12-05;4.36;7.62;3.46
133132;FORTRESS BIOTECH INC;FBIO;12;2012-01-10;5.25;4.44;2.6
133144;SYNACOR INC;SYNC;17.34;2012-08-14;7.9;2.7;1.64
133198;LIPOCINE INC;LPCN;86;2013-08-28;20;18.54;9.42
133472;TECOGEN INC/WALTHAM MA;TGEN;20.8;2014-05-29;9.49;5.5899;2.95
133479;GOGO INC;GOGO;34.34;2014-04-14;16.79;23.16;14.88
133519;CANCER GENETICS INC;CGIX;21;2014-05-15;8.54;12.44;2.495
133888;SPLUNK INC;SPLK;95.5;2014-05-08;46.65;74.82;50.23
134015;FACEBOOK INC-A;FB;109.01;2012-08-17;19.05;109.01;97.94
134229;Atossa Genetics Inc;ATOS;12.37;2013-05-07;5.69;2.03;0.305
134231;SUNSHINE HEART INC;SSH;19.48;2012-03-20;9.27;5.77;1.14
134251;CAESAR STONE SDOT YAM LTD;CSTE;71.74;2015-09-28;31.05;71.74;36.12
134629;STRATASYS LTD;SSYS;136.46;2015-02-03;57.36;80.17;17.85
134632;TESARO INC;TSRO;65.8;2014-05-08;22.78;65.8;38.7
134642;WMIH CORP;WMIH;3.49;2012-05-24;0.495;3.01;2.25
134683;STEMLINE THERAPEUTICS INC;STML;47.13;2013-11-12;23.29;17.09;5.45
134852;DEL FRISCO'S RESTAURANT GROU;DFRG;29.05;2015-07-23;14.25;21.13;15.84
134892;FIESTA RESTAURANT GROUP;FRGI;66.99;2015-11-13;32.61;66.99;37.34
134951;ADMA BIOLOGICS INC;ADMA;12.5;2016-01-14;6.05;11.1;6.09
135056;ONCOMED PHARMACEUTICALS INC;OMED;38.01;2013-10-15;13.57;28.27;17.57
135488;LIBERTY TAX INC;TAX;39.08;2016-01-12;19.51;36.39;20.9
135559;LINN CO LLC;LNCO;42.84;2014-10-14;21.34;13.83;0.9308
135602;GLOBEIMMUNE INC;GBIM;14.79;2014-09-29;7.33;10.15;2.83
135603;PERFORMANT FINANCIAL CORP;PFMT;14.02;2014-11-10;6.74;6.1;1.73
135913;PROFESSIONAL DIVERSITY NETWO;IPDN;7.67;2014-01-06;3.44;5.6;0.39
135926;FAIRWAY GROUP HOLDINGS CORP;FWM;28.31;2014-01-13;13.65;7.12;0.515
136217;OVASCIENCE INC;OVAS;53.46;2014-04-17;7.78;53.46;8.55
136228;USMD HOLDINGS INC;USMD;57.6;2012-09-26;20.0001;15.95;7.55
136245;INTERCEPT PHARMACEUTICALS IN;ICPT;462.26;2014-05-20;223.34;313.98;115.81
136263;SEARS HOMETOWN AND OUTLET ST;SHOS;56.65;2013-10-29;28.2;13.84;7.68
136423;IGNYTA INC;RXDX;20;2014-02-18;9.2;18.49;10.27
136436;GLORI ENERGY INC;GLRI;11.83;2014-10-13;5.82;3.78;0.28
136437;REGULUS THERAPEUTICS INC;RGLS;22.08;2013-11-11;6.04;21.13;6.44
136464;XURA INC;MESG;40;2014-12-01;19.73;26.43;21.96
136488;SOLARCITY CORP;SCTY;86.14;2015-08-21;40.99;62.72;32.04
136809;ENANTA PHARMACEUTICALS INC;ENTA;51.98;2015-10-22;23.9;50.65;29.24
137044;LIBERTY MEDIA CORP - A;LMCA;157.734;2014-07-24;48.94;41.78;35.9
137045;LIBERTY MEDIA CORP - B;LMCB;154.33;2014-07-24;49.99;42.1;35.74
137066;PROTHENA CORP PLC;PRTA;75.31;2014-04-30;22;75.31;41.57
137429;HARVARD APPARATUS REGENERATI;HART;11;2014-10-15;5.13;4.32;2.044
137493;HEALTH INSURANCE INNOVATIO-A;HIIQ;15.55;2014-11-17;7.41;9.37;5.58
137553;EXONE CO/THE;XONE;75.67;2014-03-21;36.22;17.09;8.095
137762;ALCOBRA LTD;ADHD;25.51;2014-10-06;6.12;9.23;5.11
137792;KBS FASHION GROUP LTD;KBSF;10.975;2014-12-17;4.25;8.3;0.47
137825;ZAIS GROUP HOLDINGS INC;ZAIS;12.21;2015-09-01;6.09;12.21;5.78
137837;NXT-ID INC;NXTD;5.99;2014-09-10;2.31;3.87;0.79
138026;TETRAPHASE PHARMACEUTICALS I;TTPH;51.89;2014-04-15;8.52;51.89;5.97
138095;INDEPENDENT BANK GROUP INC;IBTX;61.36;2015-01-16;30.56;46.65;29.26
138281;CHIMERIX INC;CMRX;57.43;2015-12-28;6.62;57.43;8.97
138285;TRUETT-HURST INC;THST;5.94;2015-02-17;2.85;3.764;1.21
138334;ARATANA THERAPEUTICS INC;PETX;28.18;2014-04-11;13.95;19.98;3.14
138380;MARKETO INC;MKTO;44.48;2016-01-19;22.16;35.38;22.31
138710;EPIZYME INC;EPZM;43.6;2013-11-14;19.94;25.98;10.4
138745;DEX MEDIA INC;DXM;19.95;2015-06-03;0.83;1.13;0.032
138751;AMBAC FINANCIAL GROUP INC;AMBC;34.68;2015-06-30;16.64;26.87;12.44
138761;TOBIRA THERAPEUTICS INC;TBRA;121.5;2014-04-11;52.65;22.76;7.63
138784;HEAT BIOLOGICS INC;HTBX;14.6;2013-12-23;7.1;8.3501;2.57
138808;SPROUTS FARMERS MARKET INC;SFM;49.11;2015-07-22;24.51;38.38;22.77
138831;COVISINT CORP;COVS;14.46;2014-03-14;7.12;3.29;2.11
138832;ESPERION THERAPEUTICS INC;ESPR;115.3;2015-08-06;55.61;115.3;18.79
138841;BLUEBIRD BIO INC;BLUE;194.25;2015-09-28;86.93;194.25;45.03
138851;PTC THERAPEUTICS INC;PTCT;77.53;2014-05-09;16.96;77.53;27.55
138857;NANOSTRING TECHNOLOGIES INC;NSTG;21.99;2014-09-30;10.94;19.42;15.31
138887;OTELCO INC-A;OTEL;11.91;2013-12-17;5.81;7.4;5.99
138888;NOODLES & CO;NDLS;48.3;2014-08-14;21.155;27.74;12.13
138907;EVOKE PHARMA INC;EVOK;13.99;2013-12-23;6.9;7.85;3.23
138912;KAMADA LTD;KMDA;17.5;2014-05-19;8.61;4.9854;3.7099
138965;CHINA COMMERCIAL CREDIT INC;CCCR;14.24;2014-01-30;6.93;1.93;0.2699
138971;AGIOS PHARMACEUTICALS INC;AGIO;135.01;2013-11-25;16.06;128.21;54.1
138995;CONATUS PHARMACEUTICALS INC;CNAT;14.25;2014-04-07;7.1;7.75;1.73
138999;ONCONOVA THERAPEUTICS INC;ONTX;29.4;2013-11-07;13.25;4.005;0.68
148185;RETAILMENOT INC;SALE;46.98;2014-07-08;23.01;21.55;9
148364;SFX ENTERTAINMENT INC;SFXE;12;2014-09-22;5.87;4.94;0.1116
148447;MARRONE BIO INNOVATIONS INC;MBII;19.09;2014-05-14;9.34;4.05;0.86
148502;FIFTH STREET SENIOR FLOATING;FSFR;14.82;2016-01-14;7.36;11.02;7.41
148554;MIRATI THERAPEUTICS INC;MRTX;47.7;2016-01-19;23.21;47.7;24.99
148669;CAROLINA FINANCIAL CORP;CARO;21.25;2014-03-06;10.605;18.22;16.76
148706;CONTROL4 CORP;CTRL;31.45;2014-08-05;15.15;16;6.12
148825;FIVEPRIME THERAPEUTICS INC;FPRX;44.72;2014-08-08;11.35;44.72;36.04
148834;FOUNDATION MEDICINE INC;FMI;50.93;2014-05-14;21.05;50.93;15.61
148875;FIREEYE INC;FEYE;95.63;2014-04-11;47.33;54.23;16.03
148933;ACCELERON PHARMA INC;XLRN;56.7;2014-07-15;27.36;50.04;36.31
148934;IDEAL POWER INC;IPWR;11.25;2016-01-19;5.39;11.23;6
148989;SPHERE 3D CORP;ANY;11.2;2014-10-14;5.38;7.13;1.2999
148990;PULMATRIX INC;PULM;18.125;2014-12-16;8.925;12.65;3.15
149011;PATTERN ENERGY GROUP INC;PEGI;34.19;2016-01-19;16.79;30.93;18.17
149015;BIND THERAPEUTICS INC;BIND;15.4;2014-11-20;7.61;8.02;1.82
149099;ROCKET FUEL INC;FUEL;66.89;2014-04-25;31.04;14.77;3.29
149128;PIERIS PHARMACEUTICALS INC;PIRS;4.2;2015-09-28;1.86;4.2;1.6
149154;ENZYMOTEC LTD;ENZY;33.44;2014-05-14;13.75;10.6;8.38
149194;FATE THERAPEUTICS INC;FATE;12.28;2014-07-29;6.12;7.93;2.55
149214;APPLIED OPTOELECTRONICS INC;AAOI;27.42;2014-10-10;13.07;22.51;13.89
149215;LDR HOLDING CORP;LDRH;45.73;2015-12-14;22.44;45.73;18.915
149239;POTBELLY CORP;PBPB;32.4;2014-05-08;16.06;16.56;11.19
149353;MACROGENICS INC;MGNX;40.21;2014-04-15;19.58;39.44;22.31
149390;ENDURANCE INTERNATIONAL GROU;EIGI;23.03;2015-11-02;11.12;23.03;9.66
149409;CELATOR PHARMACEUTICALS INC;CPXX;5.8;2014-04-14;2.8;3.12;1.34
149526;BENEFITFOCUS INC;BNFT;76;2014-04-11;37.57;46.74;29.49
149557;AERIE PHARMACEUTICALS INC;AERI;35.39;2015-04-24;12.87;35.39;19.1
149682;BIOCEPT INC;BIOC;9.6;2014-04-25;4.72;4.75;1.39
149739;JASON INDUSTRIES INC;JASN;11.16;2015-07-29;5.34;8.26;3.34
149778;RELYPSA INC;RLYP;46.05;2014-04-15;21.93;41.71;19.61
149793;VERACYTE INC;VCYT;18.44;2014-10-07;9.16;12.36;6.47
149817;WIX.COM LTD;WIX;31.32;2014-05-15;14.76;28;21.02
149863;GlycoMimetics Inc;GLYC;17;2014-05-12;8.06;8.96;5.05
149864;KARYOPHARM THERAPEUTICS INC;KPTI;47.12;2015-07-21;23.26;34.83;7
149887;TANDEM DIABETES CARE INC;TNDM;29.98;2014-05-09;14.71;13.94;8.73
149919;Trevena Inc;TRVN;13.3;2014-05-08;4.75;13.3;7.67
149939;LIBERTY TRIPADVISOR HDG-B;LTRPB;42;2014-10-16;19.64;36.92;24.1601
149942;NMI HOLDINGS INC-CLASS A;NMIH;14.15;2015-12-04;7.02;8.89;5.14
149993;CELLADON CORP;CLDN;27.26;2014-06-03;7.9;27.26;1.24
149994;XENCOR INC;XNCR;24.49;2015-09-29;12.19;24.49;12.24
150008;VITAL THERAPIES INC;VTL;33.31;2014-10-08;15.97;29.37;8.57
150039;OXFORD IMMUNOTEC GLOBAL PLC;OXFD;24.42;2014-11-21;12.15;14.8;11.28
150041;EGALET CORP;EGLT;18.83;2014-08-12;9.01;16.48;8.49
150110;TETRALOGIC PHARMACEUTICALS C;TLOG;12.25;2014-03-27;6.12;5.83;0.296
150171;VARONIS SYSTEMS INC;VRNS;53.48;2014-04-08;26.67;37.45;18.37
150208;RECRO PHARMA INC;REPH;17.11;2014-09-05;3;17.11;7.79
150555;AMEDICA CORP;AMDA;8.81;2014-07-10;4.37;0.83;0.1056
150557;CARA THERAPEUTICS INC;CARA;22.92;2014-08-07;10.8;22.92;11.65
150561;KINDRED BIOSCIENCES INC;KIN;26.5;2014-08-21;10.21;7.83;3.4
150587;NASDAQ TEST STOCK;ZXYZ/A;55.02;2013-12-10;20;35.03;35.02
150656;CAESARS ACQUISITION CO-CL A;CACQ;16.38;2015-01-20;7.75;8.45;6.38
150660;SEMLER SCIENTIFIC INC;SMLR;7;2014-07-28;2.94;6;2.3021
150889;CYMABAY THERAPEUTICS INC;CBAY;12.99;2015-04-08;6.09;12.99;1
150961;LANDS' END INC;LE;55.36;2015-06-04;27.39;38.76;22.58
151064;PANGAEA LOGISTICS SOLUTIONS;PANL;10.1;2014-11-11;5.01;3.99;2.41
151068;HUTTIG BUILDING PRODUCTS INC;HBP;5.45;2014-10-16;2.7;3.94;3.255
151225;MEDICAL TRANSCRIPTION BILLIN;MTBC;4.28;2014-12-15;2.03;2.975;0.9999
151226;NEPHROGENEX INC;NRX;13.35;2014-05-08;5.7;8.86;1.01
151237;CONCORDIA HEALTHCARE CORP;CXRX;84.17;2015-09-29;36.07;84.17;29.03
151268;DICERNA PHARMACEUTICALS INC;DRNA;46;2014-04-04;21.41;26.94;7.94
151269;REVANCE THERAPEUTICS INC;RVNC;40.78;2014-09-30;19.33;40.78;22.76
151270;ELEVEN BIOTHERAPEUTICS INC;EBIO;17.37;2015-04-02;7.66;13.56;0.39
151279;UNIQURE NV;QURE;33.63;2014-04-17;9;33.63;16.86
151344;ALDEYRA THERAPEUTICS INC;ALDX;12.1;2014-07-28;3.63;12.1;5.5
151391;FLEXION THERAPEUTICS INC;FLXN;29.06;2015-09-29;14.43;29.06;15.7
151461;CONCERT PHARMACEUTICALS INC;CNCE;24.71;2014-05-20;7.47;24.71;16.07
151463;APPLIED GENETIC TECHNOLOGIES;AGTC;31.69;2014-07-24;15.61;24.98;15.83
151478;GENOCEA BIOSCIENCES INC;GNCA;22.7;2014-09-15;11.15;16.06;3.87
