instrument_id;name;symbol;alltime_high;first_shaken_at;first_shaken_price;recent_high;last_price
8637;REPUBLIC AIRWAYS HOLDINGS IN;RJET;23.58;2008-06-10;11.24;14.98;1.94
8639;Rambus, Inc.;RMBS;46.8;2002-06-19;4.12;15.41;11.4
8640;RENASANT CORP;RNST;37.13;2008-06-26;15.77;37.13;30.86
8641;RealNetworks, Inc.;RNWK;47.76;2002-06-25;17.88;7.23;3.79
8642;Gibraltar Industries, Inc.;ROCK;32.3;2007-11-01;16.1;27.31;20.71
8643;RBC BEARINGS INC;ROLL;77.29;2008-10-23;21.14;77.29;57.1
8647;ROVI CORP;ROVI;68.85;2002-05-20;18.58;24.88;18.29
8648;RR DONNELLEY & SONS CO;RRD;45.07;2008-10-02;22.15;20.13;13.19
8649;RED ROBIN GOURMET BURGERS;RRGB;92.9;2008-01-03;29.97;92.9;61.89
8651;Rofin-Sinar Technologies, Inc.;RSTI;48.58;2002-10-08;2.62;30.05;23.96
8653;RADISYS CORP;RSYS;24.94;2002-07-18;9.88;2.98;2.69
8656;RUSH ENTERPRISES INC-CL A;RUSHA;38.1;2008-10-07;9.45;30.54;18.8
8657;RUSH ENTERPRISES INC - CL B;RUSHB;32.57;2002-07-16;3.44666666666667;27.55;18.67
8658;RUTH'S HOSPITALITY GROUP INC;RUTH;24.18;2007-11-20;12.07;17.53;16.3
8659;Riverview Bancorp Inc;RVSB;17.58;2008-05-01;8.16;5.11;4.5
8663;Sanderson Farms, Inc.;SAFM;102.59;2006-01-05;27.52;85.68;77.54
8665;Saia, Inc.;SAIA;56.53;2007-08-07;11.0333333333333;46.81;20.92
8666;SANMINA CORP;SANM;136.98;2002-02-20;66.9;25.12;17.26
8669;Sandy Spring Bancorp, Inc.;SASR;40.25;2008-06-20;20.07;29.43;26.29
8670;ECHOSTAR CORP-A;SATS;55.31;2008-10-10;19.31;55.31;34.27
8671;SBA COMMUNICATIONS CORP-CL A;SBAC;128.01;2002-02-01;6.51;128.01;94.02
8672;SEACOAST BANKING CORP/FL;SBCF;158.4;2007-08-03;78.1;16.67;14.03
8673;SINCLAIR BROADCAST GROUP-A;SBGI;36.735;2003-02-24;8.41;35.67;30.51
8679;STARBUCKS CORP;SBUX;63.51;2008-01-02;9.655;63.51;59.17
8680;SOUTH STATE CORP;SSB;80.88;2009-02-18;21.09;80.88;64.78
8681;SCHOLASTIC CORP;SCHL;56.401;2003-02-11;25.95;45.84;33.83
8682;SCHNITZER STEEL INDS INC-A;SCHN;114.6;2008-09-09;52.72;19.83;12.63
8687;ScanSource, Inc.;SCSC;43.1;2003-02-06;9.4745;41.44;29.3
8688;SELECT COMFORT CORPORATION;SCSS;35.24;2004-08-11;10.5133333333333;34.62;19.47
8689;Shoe Carnival, Inc.;SCVL;29.77;2002-10-07;7.36666666666667;29.77;23.19
8693;SEI Investments Company;SEIC;55.21;2002-07-23;11.305;55.21;44.92
8695;SCIENTIFIC GAMES CORP-A;SGMS;40.41;2003-02-12;4.96;16.94;5.86
8696;SHENANDOAH TELECOMMUNICATION;SHEN;25.34;2008-07-02;6.36;25.34;21.41
8698;SEARS HOLDINGS CORP;SHLD;193;2008-01-08;96.31;44.31;18.03
8699;SCHULMAN (A.) INC;SHLM;48.4;2008-11-21;12.02;48.4;23.87
8700;Steven Madden, Ltd.;SHOO;43.86;2007-09-11;6.5037037037037;43.86;30.67
8704;SELECTIVE INSURANCE GROUP;SIGI;37.25;2009-02-10;14.02;37.25;29.98
8706;SINA CORP;SINA;142.83;2004-07-19;22.38;60.74;45.5
8707;SIRIUS XM HOLDINGS INC;SIRI;10.88;2002-02-19;4.89;4.19;3.73
8708;Sirona Dental Systems, Inc.;SIRO;112.6;2002-07-09;1.55;112.6;104.32
8709;SVB FINANCIAL GROUP;SIVB;150.63;2002-09-20;16.88;150.63;104.4
8713;SkyWest, Inc.;SKYW;32.84;2002-08-15;14.25;21.26;14.86
8714;Silicon Laboratories, Inc.;SLAB;59.77;2002-09-05;19;58.45;43.45
8715;Silgan Holdings, Inc.;SLGN;58.74;2002-10-14;4.9475;58.74;53.02
8719;Stein Mart, Inc.;SMRT;25.77;2002-09-30;5.84;16.46;7.04
8721;SEMTECH CORP;SMTC;40.4;2002-07-25;18.9;29.9;18.38
8722;SUN BANCORP INC-NJ;SNBC;136.5;2008-01-04;64.85;22.1;20.11
8724;SANDISK CORP;SNDK;107.83;2002-06-13;5.62;87.07;67.42
8725;SUN HYDRAULICS CORP;SNHY;44.74;2008-10-07;13.5333333333333;41.62;25.78
8727;Synopsys, Inc.;SNPS;52.52;2004-08-19;14.65;52.52;41.7
8729;Sonic Foundry, Inc. ;SOFO;50.4;2002-05-14;14.7;10.1;5.49
8730;Sohu.com Inc.;SOHU;106.28;2004-04-28;19.2;70.94;51.38
8732;SONIC CORP;SONC;36.66;2008-07-15;12.78;36.66;30.24
8734;Sonus Networks, Inc.;SONS;49.55;2002-02-14;14.25;19.08;5.95
8735;Spartan Motors, Inc.;SPAR;24.6933333333333;2007-07-30;12.21;5.57;2.85
8737;Staples, Inc.;SPLS;27.55;2008-10-27;13.67;19.01;8.91
8738;SUPPORT.COM INC;SPRT;16.47;2002-02-25;3.78;1.97;0.9
8739;SUNPOWER CORP;SPWR;149.56;2008-01-18;74.75;34.85;24.56
8741;1ST SOURCE CORP;SRCE;35.1;2002-10-04;13.1;35.1;27.96
8743;SurModics, Inc.;SRDX;56.74;2002-06-20;23.03;27.26;18.72
8745;S&T Bancorp, Inc.;STBA;40.25;2009-03-05;18.42;34;26.68
8746;STEWART ENTERPRISES INC-CL A;STEI;13.25;2003-02-26;3.13;13.25;13.25
8747;STELLARONE CORP;STEL;29.62;2008-06-27;14.78;25.22;24.07
8748;STATE AUTO FINANCIAL CORP;STFC;39.54;2008-11-20;18.6;27.14;19.73
8749;SunOpta, Inc.;STKL;15.1899;2004-08-24;5.41;11.89;6.11
8750;Steel Dynamics, Inc.;STLD;40.67;2008-09-09;18.89;22.485;16.2
8751;STANLEY FURNITURE CO INC;STLY;29.91;2007-10-16;14.32;3.59;2.59
8753;Strayer Education, Inc.;STRA;258.48;2010-10-19;128;71.31;56.55
8754;STERLING CONSTRUCTION CO;STRL;32.19;2004-04-07;3.9;6.4;4.89
8757;Seagate Technology;STX;68.82;2004-04-07;14.98;63.98;27.93
8762;SMITH & WESSON HOLDING CORP;SWHC;25.86;2002-08-19;1.38;25.86;20.8
8763;Skyworks Solutions, Inc.;SWKS;110.92;2002-05-02;11.3;110.92;67.03
8768;SYKES ENTERPRISES INC;SYKE;32.13;2002-09-25;4.819;32.13;29.36
8769;SYMANTEC CORP;SYMC;33.48;2005-12-19;16.61;26.645;19.47
8770;SYNAPTICS INC;SYNA;101.48;2002-06-21;6.00666666666667;101.48;76.12
8771;Syntel, Inc.;SYNT;52.59;2004-07-22;7.63;52.59;47.7
8772;TASER International, Inc.;TASR;35.03;2002-07-15;0.833416666666667;35.03;15.43
8773;MEDALLION FINANCIAL CORP;TAXI;17.74;2002-05-29;4.5;11.01;6.8
8777;Texas Capital Bancshares, Inc.;TCBI;66.85;2009-01-06;12.25;63.28;33.46
8778;Trico Bancshares;TCBK;32.77;2008-06-20;13.95;29.39;25.15
8780;TECH DATA CORP;TECD;78.12;2002-10-04;25.53;78.12;61.3
8785;TRANSGLOBE ENERGY CORP;TGA;19.38;2002-07-31;0.25;4.64;1.22
8786;DAWSON GEOPHYSICAL CO;DWSN;45.54;2002-01-25;0.66;7.31;3.02
8793;TICC CAPITAL CORP;TICC;17.47;2008-01-07;8.51;7.8;4.79
8802;TOP Ships Inc.;TOPS;4819.5;2006-04-12;2034.9;1.26;0.3006
8803;Towne Bank;TOWN;26.68;2008-07-07;12.86;22.51;19.14
8808;TRIMBLE NAVIGATION LTD;TRMB;39.96;2002-10-01;1.525;27.26;19.43
8810;TRUSTMARK CORP;TRMK;33.45;2008-07-09;16.53;25.915;20.76
8811;T ROWE PRICE GROUP INC;TROW;87.59;2008-10-23;30.96;84.02;67.43
8812;TRUSTCO BANK CORP NY;TRST;14.2;2008-07-15;7.03;7.18;5.55
8813;Tractor Supply Company;TSCO;95.46;2008-01-03;8.265;95.46;84.84
8815;Tessera Technologies, Inc.;TSRA;45.88;2008-03-04;14.07;43.54;27.5
8816;TeleTech Holdings, Inc.;TTEC;39.94;2002-07-11;7.82;30.61;26.7
8817;Tetra Tech, Inc.;TTEK;31.96;2002-07-18;10.4;28.02;23.7
8818;TTM TECHNOLOGIES;TTMI;20.36;2002-06-27;5;10.78;5.53
8819;TAKE-TWO INTERACTIVE SOFTWRE;TTWO;36.49;2006-06-09;13.83;36.49;33.63
8821;TUESDAY MORNING CORP;TUES;36.29;2002-07-23;13.78;21.2;5.74
8825;Texas Roadhouse, Inc.;TXRH;40.78;2008-01-15;9.39;40.78;35.62
8828;Travelzoo Inc;TZOO;106;2002-11-18;3;13.96;7.74
8830;UNITED SECURITY BANCSHARE/CA;UBFO;26.06;2008-03-04;12.81;5.4;5.25
8832;UNION BANKSHARES CORP;UBSH;32.7;2008-03-06;16.05;27.13;22.36
8833;United Bankshares, Inc.;UBSI;43.03;2008-07-15;19.48;43.03;33.41
8835;UNITED COMMUNITY BANKS/GA;UCBI;172.7;2007-12-13;85.3;22.01;17.27
8836;United Community Financial Corp.;UCFC;13.75;2007-08-06;6.44;6.25;5.37
8837;ULTRA CLEAN HOLDINGS INC;UCTT;19.6;2008-01-14;9.63;10.07;5.14
8838;Universal Electronics Inc.;UEIC;66.36;2002-08-09;8.98;66.36;47.4
8839;Net 1 UEPS Technologies, Inc.;UEPS;60.9;2004-06-29;22.8;20.78;10.24
8840;UNITED FIRE GROUP INC;UFCS;47.1;2008-10-09;21.42;40.26;36.97
8841;UNIVERSAL FOREST PRODUCTS;UFPI;79.96;2007-07-27;39.89;77.91;67.26
8843;Amerco;UHAL;436.28;2002-07-22;9.45;436.28;357.46
8844;ULTA SALON COSMETICS & FRAGR;ULTA;187.27;2007-12-18;17.7;187.27;179.73
8845;UMB FINANCIAL CORP;UMBF;69.5;2009-03-05;34.33;58.12;42.31
8846;UMPQUA HOLDINGS CORP;UMPQ;30.49;2007-11-05;15.16;18.79;14.03
8847;United Natural Foods, Inc.;UNFI;83.53;2008-02-22;18.07;83.53;35.74
8849;United Online, Inc.;UNTD;195.066666666667;2004-08-04;96.95;17.79;10.43
8851;Urban Outfitters, Inc.;URBN;47.01;2003-02-13;2.2925;47.01;21.65
8852;USA Truck, Inc.;USAK;31.79;2002-09-19;6.9;31.79;15.54
8853;SPOK HOLDINGS INC;SPOK;39.59;2002-06-17;1.25;21.04;16.78
8856;ESSENDANT INC;ESND;46.02;2003-02-13;10.59;44.16;28.96
8857;UNITED THERAPEUTICS CORP;UTHR;188.56;2008-11-18;27.7;188.56;129.44
8859;UTSTARCOM HOLDINGS CORP;UTSI;136.08;2002-07-25;47.16;2.87;2.17
8860;UNIVEST CORP OF PENNSYLVANIA;UVSP;37;2007-07-26;18.21;20.99;19.04
8868;Veeco Instruments Inc.;VECO;57.59;2002-07-12;18.05;33.12;17.91
8873;VICOR CORP;VICR;22.62;2002-06-04;9.01;17.21;7.89
8876;Meridian Bioscience Inc.;VIVO;35.9;2009-03-06;17.86;21;18.62
8877;GOLDEN OCEAN GROUP LTD;GOGL;46.95;2003-06-24;9.1;5.73;0.7447
8886;CIMPRESS NV;CMPR;92.83;2008-10-22;23.98;92.83;72.59
8890;VeriSign, Inc.;VRSN;93.12;2002-04-24;18;93.12;75.21
8892;VERTEX PHARMACEUTICALS INC;VRTX;141.48;2002-07-01;15.37;141.48;94.71
8893;ViaSat, Inc.;VSAT;73.62;2002-06-18;8.32;70.78;59.94
8906;WASHINGTON TRUST BANCORP;WASH;41.99;2009-02-23;15.09;41.99;35.79
8908;WEBMD HEALTH CORP;WBMD;61.35;2008-02-11;28.83;53.21;50.69
8914;Werner Enterprises, Inc.;WERN;33.13;2009-03-02;12.74;33.13;22.52
8916;Whole Foods Market, Inc.;WFM;65.24;2007-05-14;19.675;57.2;30.42
8917;Washington Federal, Inc.;WAFD;28.92;2008-07-14;14.2;26.05;21.08
8918;WOODWARD INC;WWD;56.4;2002-10-22;6.14;56.4;45.67
8919;Wilshire Bancorp, Inc.;WIBC;19.99;2007-10-30;9.99;12.95;10.14
8920;ENCORE WIRE CORP;WIRE;57.41;2002-10-08;5.56666666666667;47.38;35.38
8922;VCA INC;WOOF;61.53;2008-10-16;22.68;61.53;50.41
8924;WORLD ACCEPTANCE CORP;WRLD;107.33;2008-01-02;25.09;95.1;37.77
8925;WesBanco, Inc.;WSBC;35.72;2008-07-01;16.98;35.72;28.03
8926;Waterstone Financial, Inc.;WSBF;17.2240955071539;2008-09-29;8.25662990977855;14.44;13.57
8927;WSFS FINANCIAL CORP;WSFS;35.07;2009-01-22;10.2166666666667;35.07;28.68
8928;WESTELL TECHNOLOGIES INC-A;WSTL;11.35;2002-02-27;1.74;1.59;1.06
8929;WINTRUST FINANCIAL CORP;WTFC;63.02;2008-01-04;30.8;55.31;40.67
8931;WYNN RESORTS LTD;WYNN;247.95;2008-06-24;85;159.34;59.17
8937;Xilinx, Inc.;XLNX;55.065;2002-06-28;22.43;50.24;47.72
8951;DENTSPLY International Inc.;XRAY;63.08;2009-02-27;23.12;63.08;57.52
8957;Ixia;XXIA;22.24;2002-03-12;6.69;15.76;9.8
8959;Young Innovations, Inc.;YDNT;40.89;2008-01-28;20;40.03;39.47
8960;Yahoo! Inc.;YHOO;52.37;2002-08-28;4.565;49.44;29.75
8963;YORK WATER CO;YORW;26.26;2009-03-09;9.95;26.26;24.9
8964;YRC Worldwide, Inc.;YRCW;480303.03030303;2007-08-03;234848.484848485;20.89;10.54
8965;ZEBRA TECHNOLOGIES CORP-CL A;ZBRA;118.19;2006-07-20;30.23;118.19;56.5
8968;HORSEHEAD HOLDING CORP;ZINC;25.22;2008-01-17;12.39;14.95;0.3899
8969;Zions Bancorporation;ZION;88.28;2008-01-04;42.4;32.495;21.51
8973;Zumiez Inc.;ZUMZ;51.25;2007-11-19;25.5;40.25;17.24
10611;ASIA PACIFIC WIRE & CABLE;APWC;7.5;2002-07-05;0.38;2.6;1.2
10781;CLEANTECH SOLUTIONS INTERNAT;CLNT;180;2004-05-12;2.4;3.84;1.21
11741;Profire Energy Inc;PFIE;5.78;2007-08-23;0.6;2.9;0.9
12371;ABEONA THERAPEUTICS INC;ABEO;1987.5;2002-04-22;700;9.8;2.84
12376;ACNB CORP;ACNB;28.9;2008-01-02;14.12;22.14;21.47
12389;ADVAXIS INC;ADXS;62.5;2005-08-10;30;28.77;7.29
12390;AEMETIS INC;AMTX;240;2007-04-19;100;5.1339;2.38
12393;AETHLON MEDICAL INC;AEMD;127.5;2002-05-31;52.5;14;6.37
12467;APPLIED DNA SCIENCES INC;APDN;210;2004-04-21;102.6;8.82;3.06
12483;ARADIGM CORP;ARDM;1458;2002-05-15;710;7.7;3.64
12570;BRAINSTORM CELL THERAPEUTICS;BCLI;51.75;2005-04-25;23.25;5.3;2.24
12623;BIOLIFE SOLUTIONS INC;BLFS;19.6;2002-03-21;1.96;2.79;1.99
12651;BANK OF THE JAMES FINANCIAL;BOTJ;24.8;2008-04-04;12;15;12.4499
12697;BAYLAKE CORP;BYLK;18.5;2008-03-14;9.1;14.78;14.5
12726;YOU ON DEMAND HOLDINGS INC;YOD;1575;2002-01-28;15;2.49;1.44
12785;CHEMBIO DIAGNOSTICS INC;CEMI;20.4;2002-04-16;0.8;5.34;4.405
12820;CHARTER FINANCIAL CORP;CHFN;43.3004570603801;2008-06-24;20.8483682142571;13.71;13.27
12837;CHINANET ONLINE HOLDINGS INC;CNET;7;2010-05-19;3.43;2.05;0.7911
12920;ITUS CORP;ITUS;47.5;2002-07-02;9.75;5.9;2.7201
12926;COPSYNC INC;COYN;67.5;2008-10-22;12.5;20.37;1.8399
12927;COUNTERPATH CORP;CPAH;140.5;2004-11-05;70;7.782;2.16
12948;CHINA RECYCLING ENERGY CORP;CREG;5.9;2002-04-18;0.00387179058927134;1.25;0.27
13003;CU BANCORP;CUNB;27.16;2008-03-28;11.15;27.16;22.83
13093;DERMA SCIENCES INC;DSCI;18;2002-06-27;2.8;9.06;3.51
13116;DYNASIL CORP OF AMERICA;DYSL;5.81;2002-05-07;0.42;2.04;1.7899
13312;FARMERS NATL BANC CORP;FMNB;17.5;2007-10-22;8.35;8.75;8.14
13334;FIRST BANK/HAMILTON NJ;FRBA;11;2007-12-03;5.05;7.11;6.44
13370;B. RILEY FINANCIAL INC;RILY;160;2009-08-07;65;13.75;9.09
13497;HOWARD BANCORP INC;HBMD;15;2009-03-05;7;14.99;12.48
13550;HALLADOR ENERGY CO;HNRG;14.08;2002-09-26;1.05;12.75;4.56
13553;ALLIQUA BIOMEDICAL INC;ALQA;251.965065502183;2004-04-12;75.1091703056769;6.23;1.63
13762;AXOGEN INC;AXGN;7.5;2002-03-04;1.37;5.64;5.01
13768;LIFEVANTAGE CORP;LFVN;113.05;2002-03-26;4.76;10.43;8.13
13867;TG THERAPEUTICS INC;TGTX;5898.87640449438;2002-06-04;1825.84269662921;18.82;9.18
13873;MITEK SYSTEMS INC;MITK;12.91;2002-06-17;1.2;5.28;4.36
13932;CYTOSORBENTS CORP;CTSO;95.25;2006-09-11;46.5;14.99;4.09
13985;NF ENERGY SAVING CORP;NFEC;17;2005-02-02;3.45;2.3;0.6799
13995;NEOGENOMICS INC;NEO;8.25;2002-02-22;1.15;8.25;6.95
13998;NATIONAL HOLDINGS CORP;NHLD;33;2002-02-22;6;5;2.85
14059;CELLECTAR BIOSCIENCES INC;CLRB;13753.8461538462;2005-12-15;6676.92307692308;3.55;0.52
14064;NORTHWEST BIOTHERAPEUTICS;NWBO;1257.6;2002-07-03;576;12.24;2.58
14130;ORAMED PHARMACEUTICALS INC;ORMP;28.91;2004-04-02;0.0909090909090909;9.44;6.44
14190;PEOPLES FINANCIAL SERVICES;PFIS;53.05;2008-10-28;19.25;46.81;34.98
14271;GALECTIN THERAPEUTICS INC;GALT;36.84;2004-08-13;18.3;4.3;1.435
14295;POINTS INTERNATIONAL LTD;PCOM;41.5;2004-10-13;5.65;14.43;7.6
14321;PAYMENT DATA SYSTEMS INC;PYDS;25.5;2002-07-10;10.5;6.15;2.1
14329;QKL STORES INC;QKLS;193.2;2005-04-18;7.2;3.15;0.5601
14479;SYNERGY PHARMACEUTICALS INC;SGYP;22;2010-07-29;10.5;9.76;3.95
14496;SITO MOBILE LTD;SITO;41.5;2008-11-12;20;6;1.8501
14648;TRANSGENOMIC INC;TBIO;129.24;2002-05-09;63.12;3.9;0.72
14653;TECHNICAL COMMUNICATIONS;TCCO;14.5;2002-05-20;0.8;4.4881;3.008
14663;IMPRIMIS PHARMACEUTICALS INC;IMMY;138;2008-01-25;66.4;8.535;5.91
14776;UNI-PIXEL INC;UNXL;82.5;2006-03-01;30.75;7.7;0.367
14861;WAFERGEN BIO-SYSTEMS INC;WGBS;2970.29702970297;2008-09-30;1336.63366336634;5;0.5622
14920;CUI GLOBAL INC;CUI;37.8;2002-02-13;8.7;7.66;7.66
16630;AXION POWER INTERNATIONAL;AXPW;21000;2002-10-11;0.175;28.385;0.5912
16665;ASPEN TECHNOLOGY INC;AZPN;47.84;2002-05-06;11.16;46.52;34.57
17508;BIOSTAR PHARMACEUTICALS INC;BSPM;16.17;2009-05-05;0.9;1.57;0.338
17737;CYNAPSUS THERAPEUTICS INC;CYNA;38.368;2008-12-05;8.336;18.88;14.5
20811;EMPIRE RESOURCES INC;ERS;57.87;2005-10-13;6.47;4.63;3.35
25852;SAJAN INC;SAJA;127.598;2007-03-21;63;6.56;3.4999
26280;VAPOR CORP;VPCO;49;2004-08-04;1.25;7;0.095
26410;MMA CAPITAL MANAGEMENT LLC;MMAC;161;2007-12-04;77.538;15.13;14.83
27582;RICEBRAN TECHNOLOGIES;RIBT;4500;2002-01-30;2200;4.5;1.9968
32364;ARBUTUS BIOPHARMA CORP;ABUS;30.94;2008-01-29;4.05;26.26;3.59
32877;TITAN PHARMACEUTICALS INC;TTNP;50.875;2002-05-22;24.035;5.29;3.11
33704;VERMILLION INC;VRML;138;2002-06-12;38.85;2.27;1.54
34004;WI-LAN INC;WILN;9.95;2002-05-06;1.325;3.13;1.02
34840;EPLUS INC;PLUS;103.59;2007-07-19;7.63;103.59;93.1
34853;SOUTHERN FIRST BANCSHARES;SFST;25;2008-06-11;12;23.8;21.91
34854;NEONODE INC;NEON;1061.25;2002-09-12;137.625;4.72;2.45
35105;CEMTREX INC;CETX;151.5;2002-06-24;12;5.4;2.31
35164;RECON TECHNOLOGY LTD;RCON;10.316;2010-05-07;5.07;2.92;1.56
35221;OCATA THERAPEUTICS INC;OCAT;800;2005-03-24;350;8.58;8.41
35392;SILICON GRAPHICS INTERNATION;SGI;54.93;2006-07-28;21.23;11.5;6.92
35449;FIRST WIND HOLDINGS INC;WIND;12.82;2009-03-06;5.98;11.76;11.51
35523;SIEBERT FINANCIAL CORP;SIEB;5.5;2002-10-04;2.4;2;1.15
35562;CENTURY BANCORP INC -CL A;CNBKA;45.09;2008-06-03;18.185;45.09;39.97
35989;TEARLAB CORP;TEAR;318.75;2006-02-03;102.5;3.09;1.44
36206;ASTROTECH CORP;ASTC;45.8;2002-09-05;7.5;3.94;1.26
36554;MEETME INC;MEET;14.68;2002-02-06;0.1;4.34;3.25
36567;BAY BANCORP INC;BYBK;19.25;2008-07-02;8.75;5.48;4.76
37121;Fauquier Bankshares, Inc.;FBSS;27.73;2008-10-06;13.5399;19.55;15.3401
37129;INTERGROUP CORP;INTG;36.79;2008-11-25;9.199;36.79;26
37131;LaPorte Bancorp, Inc.;LPSB;15.4;2008-12-22;3.63912054586808;15.4;14.76
37136;Northwest Bancshares, Inc. ;NWBI;14.97;2009-03-03;6.42666666666667;14.04;12.18
37137;ORRSTOWN FINL SERVICES INC;ORRF;79;2004-02-12;36.5;18.31;17.9
37138;Pathfinder Bancorp, Inc.;PBHC;13.05;2007-07-26;6.14375910636231;13.05;12.3499
37139;Pro-Dex, Inc.;PDEX;11.19;2002-05-17;1.92;2.78;2.39
37141;QCR Holdings, Inc.;QCRH;24.8;2008-07-09;10.75;24.8;22.47
37146;VILLAGE BANK AND TRUST FINAN;VBFC;279.04;2008-07-07;128.16;23.75;19.544
37155;CANTERBURY PARK HOLDING CORP;CPHC;21.25;2008-02-06;10.55;11.38;9.94
37156;CITIZENS COMMUNITY BANCORP I;CZWI;11.0692416391898;2009-05-13;5.41;9.7;9.21
37178;MID PENN BANCORP INC;MPB;31.1;2009-07-29;15.16;17;15.75
37220;WVS FINANCIAL CORP;WVFC;19.9;2010-08-12;8.93;12.5;11.524
37225;CHINA YIDA HOLDINGS CO;CNYD;80.25;2002-03-11;1.25;4.5;1.6
37241;Xenith Bankshares, Inc. ;XBKS;14;2008-01-14;6.65;7.48;6.885
37255;CAMBIUM LEARNING GROUP INC;ABCD;6;2010-08-19;2.96;5.41;4.58
37436;IRONWOOD PHARMACEUTICALS INC;IRWD;18.85;2013-11-06;9.37;16.67;9.87
37495;QUINSTREET INC;QNST;24.12;2011-06-08;11.16;6.78;3.94
37503;UNILIFE CORP;UNIS;17.9;2010-02-22;8.93;4.69;0.7749
37514;DS HEALTHCARE GROUP INC;DSKX;7.4;2010-09-22;1.5;4.66;1.85
37534;AURINIA PHARMACEUTICALS INC;AUPH;187.5;2002-09-25;81.5;5.3;2.1
37804;EAGLE BANCORP MONTANA INC;EBMT;12.54;2009-02-19;5.77631578947368;12.54;11.93
38061;BURCON NUTRASCIENCE CORP;BUR;11.7594;2008-10-09;4.5285;3.1;1.3666
40351;XCEL BRANDS INC;XELB;1684.21052631579;2004-06-03;105.263157894737;9.15;5.61
42092;INTERCLOUD SYSTEMS INC;ICLD;3900;2003-10-01;1;4.45;0.6401
42101;SYSOREX GLOBAL;SYRX;800;2005-08-31;284;2.37;0.5503
42494;HENNESSY ADVISORS INC;HNNA;32.46;2007-09-17;10.51;32.46;27
44387;MICRONET ENERTEC TECHNOLOGIE;MICT;12.25;2007-08-16;1.7;3.62;1.76
44445;RETROPHIN INC;RTRX;36.1;2003-09-17;3.15;36.1;16.7
44532;TROVAGENE INC;TROV;26.76;2005-07-15;13.2;13.29;4.85
45530;LPATH INC-CLASS A;LPTN;17.78;2006-08-25;5.95;3.71;0.1763
45584;FIRST INTERNET BANCORP;INBK;36.11;2008-07-14;6.16666666666667;36.11;25.64
45807;CRYOPORT INC;CYRX;765.6;2006-04-20;360;8.88;1.99
46058;POWER SOLUTIONS INTERNATIONA;PSIX;86.46;2011-08-25;16.32;69.65;14.52
47701;STONEGATE BANK;SGBK;33.82;2008-05-07;8.5;33.82;29.98
47712;TRILLIUM THERAPEUTICS INC;TRIL;29.09;2005-07-26;1.537;29.09;9.19
47729;CHANTICLEER HOLDINGS INC;HOTR;10;2006-11-14;0.5;3.93;0.83
47752;FUSION TELECOMMUNICATIONS IN;FSNN;7.7;2005-08-29;3.8;4.7479;2.15
47816;BIO-PATH HOLDINGS INC;BPTH;5.74;2007-06-15;0.35;2.45;1.37
47942;API TECHNOLOGIES CORP;ATNY;41.88;2007-06-12;19.2;2.51;1.15
47972;GEORGETOWN BANCORP INC;GTWN;19.45;2008-09-26;5.62421885849188;19.45;19.26
48250;CHINA HGS REAL ESTATE INC;HGSH;12.7599;2007-03-28;0.55;4.01;1.43
48283;EQUITABLE FINANCIAL CORP;EQFN;10.9522500229127;2008-12-30;5.38905691503987;9.09;8.66
49248;PARK STERLING CORP;PSTB;18;2008-12-08;8.5;7.97;7.06
49296;ANAVEX LIFE SCIENCES CORP;AVXL;21.76;2008-09-29;9;14.33;3.66
49311;FIRST COMMUNITY FINANCIAL PA;FCFP;18.5;2009-12-31;7.5;7.3518;7.3518
49432;DIGITAL TURBINE INC;APPS;32.5;2006-08-29;5.5;4.28;1.09
49574;CIPHER PHARMACEUTICALS INC;CPHR;16.3299;2007-05-18;1.8339;14.82;4.15
49593;INVIVO THERAPEUTICS HOLDINGS;NVIV;22.68;2010-11-23;5.2;17.78;4.45
49599;SOLAR 3D INC;SLTD;33.02;2006-08-11;15.6;7.77;2.66
50003;NEOVASC INC;NVCN;9.9;2007-10-09;2.48;9.9;3.45
50072;NOVADAQ TECHNOLOGIES INC;NVDQ;23.61;2008-04-09;4.1995;17;11.52
52074;NAKED BRANDS GROUP INC;NAKD;54;2013-07-18;25.2;6.74;3.18
52138;CELLULAR BIOMEDICINE GROUP I;CBMG;47.06;2007-06-11;12;47.06;14.14
52603;MIMEDX GROUP INC;MDXG;12.97;2008-11-28;2.6;12.97;8.36
52907;UNITED INSURANCE HOLDINGS CO;UIHC;28.09;2008-10-10;3.75;28.09;15.41
52968;CHINA CERAMICS CO LTD;CCCL;9.9;2011-04-11;4.87;1.42;0.82
52982;STUDENT TRANSPORTATION INC;STB;7.41;2008-10-14;3.1705;5.97;3.4
53019;NATIONAL AMERICAN UNIVERSITY;NAUH;12;2010-08-16;5.82;3.5;2.08
54242;SOUND FINANCIAL BANCORP INC;SFBC;23.54;2009-10-30;4.25;23.54;22.285
54285;DIVERSIFIED RESTAURANT HOLDI;SAUC;8.31;2009-03-24;0.05;4.92;1.61
54310;ONCOSEC MEDICAL INC;ONCS;37.6;2011-06-23;17.2;8.22;1.73
54365;SGOCO GROUP LTD;SGOC;8;2011-03-23;3.46;0.92;0.52
54538;PLANET PAYMENT INC;PLPM;4.95;2009-03-11;0.51;3.11;2.74
54625;GLOBUS MARITIME LIMITED;GLBS;12.6;2008-10-24;2;2.3;0.0965
54808;AKERS BIOSCIENCES INC;AKER;70.3125;2008-12-26;15.625;5;1.34
